t; tip_pos; V_tip
96;182.752;0.192363
96.4;182.83;0.198993
96.8;182.911;0.207253
97.2;182.996;0.209111
97.6;183.078;0.201799
98;183.157;0.193638
98.4;183.233;0.187447
98.8;183.307;0.182967
99.2;183.379;0.180119
99.6;183.451;0.17884
100;183.523;0.179088
100.4;183.594;0.180833
100.8;183.667;0.184066
101.2;183.742;0.188792
101.6;183.818;0.195034
102;183.898;0.202831
102.4;183.98;0.20655
102.8;184.063;0.200977
103.2;184.141;0.192366
103.6;184.217;0.185995
104;184.29;0.181282
104.4;184.362;0.17815
104.8;184.433;0.176537
105.2;184.503;0.176397
105.6;184.574;0.177702
106;184.645;0.180436
106.4;184.718;0.184602
106.8;184.793;0.190216
107.2;184.87;0.197312
107.6;184.951;0.203746
108;185.033;0.201398
108.4;185.112;0.192698
108.8;185.187;0.185852
109.2;185.261;0.180635
109.6;185.332;0.176967
110;185.402;0.174782
110.4;185.472;0.174032
110.8;185.541;0.174683
111.2;185.611;0.176715
111.6;185.683;0.180125
112;185.756;0.184921
112.4;185.831;0.191128
112.8;185.908;0.198785
113.2;185.99;0.201299
113.6;186.07;0.195085
114;186.146;0.187179
114.4;186.219;0.181215
114.8;186.291;0.176786
115.2;186.361;0.173823
115.6;186.43;0.172269
116;186.498;0.172086
116.4;186.567;0.173247
116.8;186.637;0.17574
117.2;186.708;0.179565
117.6;186.781;0.184737
118;186.856;0.191284
118.4;186.934;0.198507
118.8;187.015;0.198102
119.2;187.092;0.190232
119.6;187.167;0.183294
120;187.239;0.177898
120.4;187.309;0.173966
120.8;187.378;0.171436
121.2;187.446;0.17026
121.6;187.514;0.170404
122;187.583;0.171844
122.4;187.652;0.174574
122.8;187.722;0.178596
123.2;187.795;0.183929
123.6;187.869;0.190603
124;187.947;0.197022
124.4;188.027;0.195316
124.8;188.103;0.187205
125.2;188.177;0.180639
125.6;188.248;0.175557
126;188.317;0.171887
126.4;188.385;0.16957
126.8;188.453;0.168563
127.2;188.52;0.168833
127.6;188.588;0.170362
128;188.657;0.173142
128.4;188.726;0.17718
128.8;188.798;0.182492
129.2;188.872;0.189109
129.6;188.95;0.195295
130;189.029;0.193407
130.4;189.104;0.185393
130.8;189.177;0.178974
131.2;189.247;0.173997
131.6;189.316;0.170393
132;189.384;0.168106
132.4;189.451;0.167093
132.8;189.517;0.167325
133.2;189.585;0.168781
133.6;189.652;0.171456
134;189.722;0.175355
134.4;189.793;0.180493
134.8;189.866;0.186901
135.2;189.942;0.193455
135.6;190.021;0.192352
136;190.096;0.184629
136.4;190.169;0.178168
136.8;190.239;0.17312
137.2;190.307;0.169417
137.6;190.374;0.167005
138;190.441;0.16584
138.4;190.507;0.165893
138.8;190.573;0.167142
139.2;190.641;0.169581
139.6;190.709;0.173212
140;190.779;0.17805
140.4;190.851;0.184121
140.8;190.926;0.191271
141.2;191.005;0.191797
141.6;191.08;0.18483
142;191.152;0.178163
142.4;191.222;0.172893
142.8;191.291;0.168951
143.2;191.358;0.166281
143.6;191.424;0.16484
144;191.489;0.164594
144.4;191.555;0.165523
144.8;191.622;0.167615
145.2;191.689;0.170871
145.6;191.759;0.175303
146;191.83;0.180934
146.4;191.903;0.187797
146.8;191.98;0.191173
147.2;192.056;0.186455
147.6;192.129;0.178954
148;192.199;0.173328
148.4;192.268;0.169023
148.8;192.335;0.165981
149.2;192.401;0.164154
149.6;192.466;0.163509
150;192.531;0.16402
150.4;192.597;0.165673
150.8;192.664;0.168466
151.2;192.732;0.172405
151.6;192.802;0.177509
152;192.874;0.183808
152.4;192.949;0.189789
152.8;193.026;0.188138
153.2;193.099;0.180567
153.6;193.17;0.174467
154;193.239;0.169688
154.4;193.306;0.166171
154.8;193.372;0.163865
155.2;193.437;0.162731
155.6;193.502;0.162741
156;193.567;0.163876
156.4;193.633;0.16613
156.8;193.7;0.169506
157.2;193.769;0.174015
157.6;193.839;0.179683
158;193.913;0.186544
158.4;193.989;0.188858
158.8;194.064;0.183404
159.2;194.135;0.176369
159.6;194.205;0.171016
160;194.272;0.166931
160.4;194.338;0.164059
160.8;194.403;0.162358
161.2;194.468;0.161794
161.6;194.533;0.162344
162;194.598;0.163996
162.4;194.664;0.166748
162.8;194.731;0.170608
163.2;194.801;0.175593
163.6;194.872;0.181733
164;194.946;0.187792
164.4;195.022;0.186467
164.8;195.095;0.179107
165.2;195.165;0.173084
165.6;195.234;0.168345
166;195.3;0.164829
166.4;195.365;0.162488
166.8;195.43;0.161284
167.2;195.494;0.161189
167.6;195.559;0.162185
168;195.624;0.164265
168.4;195.69;0.167429
168.8;195.758;0.171691
169.2;195.828;0.177072
169.6;195.9;0.183604
170;195.975;0.187362
170.4;196.05;0.183297
170.8;196.121;0.175977
171.2;196.19;0.1705
171.6;196.258;0.166265
172;196.324;0.163217
172.4;196.388;0.161312
172.8;196.453;0.160517
173.2;196.517;0.160809
173.6;196.581;0.162173
174;196.646;0.164605
174.4;196.713;0.168111
174.8;196.781;0.172705
175.2;196.851;0.178413
175.6;196.924;0.18527
176;196.999;0.186151
176.4;197.073;0.179809
176.8;197.143;0.173484
177.2;197.211;0.168456
177.6;197.278;0.164635
178;197.343;0.161972
178.4;197.407;0.160427
178.8;197.471;0.159969
179.2;197.535;0.160579
179.6;197.6;0.162246
180;197.665;0.164968
180.4;197.732;0.168754
180.8;197.8;0.173622
181.2;197.871;0.179599
181.6;197.944;0.185646
182;198.019;0.184536
182.4;198.092;0.177386
182.8;198.161;0.171491
183.2;198.229;0.166832
183.6;198.295;0.163353
184;198.359;0.161007
184.4;198.423;0.159757
184.8;198.487;0.159577
185.2;198.551;0.160448
185.6;198.616;0.162363
186;198.681;0.165323
186.4;198.748;0.169339
186.8;198.816;0.17443
187.2;198.887;0.180628
187.6;198.961;0.185495
188;199.036;0.182765
188.4;199.107;0.175456
188.8;199.176;0.169892
189.2;199.243;0.165538
189.6;199.309;0.16234
190;199.373;0.160255
190.4;199.437;0.159248
190.8;199.5;0.159294
191.2;199.564;0.16038
191.6;199.629;0.162498
192;199.694;0.165652
192.4;199.761;0.169855
192.8;199.83;0.175129
193.2;199.901;0.181506
193.6;199.975;0.185063
194;200.049;0.180999
194.4;200.12;0.173897
194.8;200.188;0.168607
195.2;200.255;0.164504
195.6;200.32;0.161538
196;200.384;0.159667
196.4;200.448;0.158859
196.8;200.511;0.159092
197.2;200.575;0.160353
197.6;200.64;0.162636
198;200.705;0.165949
198.4;200.772;0.170304
198.8;200.841;0.175726
199.2;200.913;0.182246
199.6;200.987;0.184491
200;201.061;0.179333
200.4;201.131;0.172638
200.8;201.199;0.167574
201.2;201.265;0.163679
201.6;201.33;0.160904
202;201.393;0.159209
202.4;201.457;0.158565
202.8;201.52;0.15895
203.2;201.584;0.160353
203.6;201.649;0.162771
204;201.714;0.166212
204.4;201.782;0.17069
204.8;201.851;0.176231
205.2;201.923;0.182868
205.6;201.997;0.183874
206;202.07;0.177819
206.4;202.139;0.171622
206.8;202.207;0.166746
207.2;202.273;0.163023
207.6;202.337;0.160405
208;202.401;0.158855
208.4;202.464;0.158345
208.8;202.528;0.158855
209.2;202.592;0.160375
209.6;202.656;0.162903
210;202.722;0.166448
210.4;202.789;0.171026
210.8;202.859;0.176663
211.2;202.931;0.183152
211.6;203.005;0.183268
212;203.077;0.176719
212.4;203.147;0.170804
212.8;203.214;0.166084
213.2;203.279;0.162503
213.6;203.344;0.160017
214;203.407;0.158588
214.4;203.471;0.158188
214.8;203.534;0.158801
215.2;203.598;0.160417
215.6;203.662;0.163036
216;203.728;0.166667
216.4;203.796;0.171327
216.8;203.865;0.177043
217.2;203.937;0.183238
217.6;204.012;0.182707
218;204.083;0.175917
218.4;204.153;0.170147
218.8;204.22;0.165559
219.2;204.285;0.162099
219.6;204.349;0.159723
220;204.413;0.158395
220.4;204.476;0.158089
220.8;204.539;0.158789
221.2;204.603;0.160486
221.6;204.668;0.163182
222;204.734;0.166885
222.4;204.801;0.171615
222.8;204.871;0.177398
223.2;204.943;0.183286
223.6;205.018;0.182203
224;205.089;0.175267
224.4;205.158;0.169621
224.8;205.225;0.165147
225.2;205.29;0.161791
225.6;205.354;0.15951
226;205.417;0.158271
226.4;205.481;0.158046
226.8;205.544;0.158822
227.2;205.608;0.160591
227.6;205.672;0.163354
228;205.738;0.167122
228.4;205.806;0.171914
228.8;205.876;0.177757
229.2;205.948;0.183329
229.6;206.023;0.181756
230;206.094;0.174735
230.4;206.162;0.1692
230.8;206.229;0.164827
231.2;206.294;0.161565
231.6;206.358;0.15937
232;206.422;0.15821
232.4;206.485;0.15806
232.8;206.548;0.158906
233.2;206.612;0.160741
233.6;206.677;0.163568
234;206.743;0.167398
234.4;206.811;0.17225
234.8;206.881;0.178153
235.2;206.953;0.183389
235.6;207.027;0.181353
236;207.098;0.174288
236.4;207.167;0.168857
236.8;207.233;0.164579
237.2;207.298;0.161405
237.6;207.362;0.159293
238;207.426;0.15821
238.4;207.489;0.158133
238.8;207.552;0.159048
239.2;207.616;0.16095
239.6;207.681;0.163842
240;207.747;0.167735
240.4;207.815;0.172651
240.8;207.885;0.178618
241.2;207.958;0.183475
241.6;208.032;0.180968
242;208.103;0.173895
242.4;208.171;0.168565
242.8;208.238;0.164383
243.2;208.303;0.161298
243.6;208.367;0.159269
244;208.43;0.158264
244.4;208.493;0.158263
244.8;208.557;0.159252
245.2;208.621;0.161225
245.6;208.686;0.164188
246;208.752;0.168153
246.4;208.82;0.17314
246.8;208.891;0.17918
247.2;208.964;0.183583
247.6;209.038;0.180563
248;209.108;0.173522
248.4;209.176;0.168299
248.8;209.243;0.164217
249.2;209.308;0.161226
249.6;209.372;0.159286
250;209.435;0.158368
250.4;209.499;0.15845
250.8;209.562;0.15952
251.2;209.626;0.161575
251.6;209.691;0.164619
252;209.758;0.168666
252.4;209.826;0.173737
252.8;209.897;0.179862
253.2;209.97;0.183695
253.6;210.044;0.180091
254;210.114;0.173141
254.4;210.182;0.168034
254.8;210.249;0.164061
255.2;210.314;0.161174
255.6;210.378;0.159334
256;210.441;0.158513
256.4;210.504;0.158691
256.8;210.568;0.159855
257.2;210.632;0.162003
257.6;210.698;0.165142
258;210.764;0.169285
258.4;210.833;0.174456
258.8;210.904;0.180683
259.2;210.978;0.183779
259.6;211.051;0.179498
260;211.121;0.172725
260.4;211.189;0.167747
260.8;211.255;0.163898
261.2;211.32;0.161129
261.6;211.384;0.159404
262;211.448;0.158694
262.4;211.511;0.158981
262.8;211.575;0.160254
263.2;211.639;0.162512
263.6;211.705;0.165762
264;211.772;0.17002
264.4;211.841;0.175307
264.8;211.912;0.181656
265.2;211.986;0.183793
265.6;212.059;0.178721
266;212.129;0.172256
266.4;212.197;0.167425
266.8;212.263;0.163715
267.2;212.328;0.161081
267.6;212.392;0.159486
268;212.456;0.158905
268.4;212.519;0.159318
268.8;212.583;0.160718
269.2;212.648;0.163104
269.6;212.714;0.166483
270;212.781;0.170874
270.4;212.85;0.176298
270.8;212.922;0.18279
271.2;212.997;0.183681
271.6;213.069;0.177696
272;213.139;0.171722
272.4;213.206;0.167056
272.8;213.272;0.163505
273.2;213.337;0.161024
273.6;213.401;0.159579
274;213.465;0.159143
274.4;213.528;0.159701
274.8;213.593;0.161246
275.2;213.657;0.163779
275.6;213.724;0.167308
276;213.791;0.171851
276.4;213.861;0.177434
276.8;213.933;0.183688
277.2;214.008;0.183379
277.6;214.08;0.176756
278;214.149;0.171118
278.4;214.217;0.166639
278.8;214.283;0.163266
279.2;214.347;0.160957
279.6;214.411;0.159679
280;214.475;0.159409
280.4;214.539;0.160131
280.8;214.603;0.16184
281.2;214.668;0.164539
281.6;214.735;0.168237
282;214.803;0.172954
282.4;214.873;0.178716
282.8;214.946;0.184313
283.2;215.021;0.182819
283.6;215.092;0.17587
284;215.161;0.170448
284.4;215.229;0.166175
284.8;215.294;0.163
285.2;215.359;0.160882
285.6;215.423;0.159791
286;215.487;0.159704
286.4;215.551;0.160609
286.8;215.615;0.162502
287.2;215.681;0.165385
287.6;215.748;0.169272
288;215.816;0.174183
288.4;215.887;0.180145
288.8;215.96;0.18473
289.2;216.035;0.181928
289.6;216.106;0.174904
290;216.175;0.169719
290.4;216.242;0.165671
290.8;216.307;0.162712
291.2;216.372;0.160804
291.6;216.436;0.159917
292;216.5;0.160032
292.4;216.564;0.161138
292.8;216.629;0.163231
293.2;216.695;0.166318
293.6;216.762;0.170413
294;216.831;0.175536
294.4;216.902;0.181717
294.8;216.976;0.184861
295.2;217.05;0.180636
295.6;217.121;0.173874
296;217.189;0.168943
296.4;217.256;0.165138
296.8;217.321;0.162412
297.2;217.386;0.16073
297.6;217.45;0.160064
298;217.514;0.160397
298.4;217.578;0.161719
298.8;217.643;0.164031
299.2;217.709;0.167338
299.6;217.777;0.171657
300;217.847;0.17701
300.4;217.919;0.183429
300.8;217.993;0.184627
301.2;218.066;0.178878
301.6;218.137;0.172796
302;218.205;0.168135
302.4;218.271;0.164588
302.8;218.336;0.16211
303.2;218.401;0.160668
303.6;218.465;0.160238
304;218.529;0.160804
304.4;218.594;0.162358
304.8;218.659;0.164902
305.2;218.725;0.168444
305.6;218.794;0.173002
306;218.864;0.178601
306.4;218.936;0.184655
306.8;219.012;0.183963
307.2;219.084;0.177219
307.6;219.153;0.17169
308;219.221;0.167312
308.4;219.287;0.164035
308.8;219.352;0.161818
309.2;219.417;0.16063
309.6;219.481;0.160448
310;219.545;0.161258
310.4;219.61;0.163056
310.8;219.675;0.165845
311.2;219.742;0.169635
311.6;219.811;0.174446
312;219.882;0.180304
312.4;219.955;0.185212
312.8;220.03;0.182812
313.2;220.102;0.175798
313.6;220.171;0.170577
314;220.238;0.166493
314.4;220.304;0.163497
314.8;220.369;0.16155
315.2;220.433;0.160625
315.6;220.497;0.160701
316;220.562;0.161766
316.4;220.627;0.163819
316.8;220.693;0.166863
317.2;220.76;0.170912
317.6;220.83;0.175987
318;220.901;0.182116
318.4;220.975;0.185297
318.8;221.049;0.181134
319.2;221.12;0.174384
319.6;221.189;0.16948
320;221.256;0.165696
320.4;221.321;0.162988
320.8;221.386;0.16132
321.2;221.45;0.160665
321.6;221.515;0.161007
322;221.579;0.162337
322.4;221.645;0.164652
322.8;221.711;0.167961
323.2;221.779;0.172279
323.6;221.849;0.177627
324;221.921;0.184036
324.4;221.996;0.184872
324.8;222.069;0.178903
325.2;222.139;0.173
325.6;222.207;0.168418
326;222.274;0.164941
326.4;222.339;0.162526
326.8;222.404;0.161143
327.2;222.468;0.160766
327.6;222.533;0.161381
328;222.597;0.162981
328.4;222.663;0.165567
328.8;222.73;0.169149
329.2;222.798;0.173743
329.6;222.869;0.179374
330;222.942;0.185108
330.4;223.017;0.183911
330.8;223.089;0.177066
331.2;223.158;0.171669
331.6;223.226;0.167412
332;223.292;0.164245
332.4;223.358;0.162129
332.8;223.422;0.161035
333.2;223.486;0.160941
333.6;223.551;0.161835
334;223.616;0.163712
334.4;223.682;0.166576
334.8;223.749;0.170439
335.2;223.818;0.175318
335.6;223.889;0.181241
336;223.963;0.185489
336.4;224.038;0.182391
336.8;224.109;0.175458
337.2;224.178;0.170406
337.6;224.245;0.166476
338;224.311;0.163623
338.4;224.376;0.16181
338.8;224.441;0.16101
339.2;224.505;0.161205
339.6;224.57;0.162384
340;224.635;0.164546
340.4;224.701;0.167696
340.8;224.769;0.171847
341.2;224.839;0.177021
341.6;224.911;0.183247
342;224.985;0.185317
342.4;225.059;0.180284
342.8;225.13;0.173926
343.2;225.198;0.169221
343.6;225.265;0.165623
344;225.331;0.163087
344.4;225.396;0.161581
344.8;225.46;0.161081
345.2;225.524;0.161571
345.6;225.589;0.163043
346;225.655;0.165497
346.4;225.722;0.168941
346.8;225.79;0.173391
347.2;225.86;0.17887
347.6;225.933;0.184986
348;226.008;0.184554
348.4;226.081;0.177968
348.8;226.151;0.172473
349.2;226.219;0.168119
349.6;226.285;0.164855
350;226.351;0.162642
350.4;226.415;0.161449
350.8;226.48;0.161255
351.2;226.544;0.162047
351.6;226.609;0.16382
352;226.675;0.166575
352.4;226.743;0.170323
352.8;226.812;0.175082
353.2;226.883;0.180878
353.6;226.956;0.185635
354;227.031;0.18315
354.4;227.103;0.176221
354.8;227.172;0.171099
355.2;227.24;0.1671
355.6;227.306;0.164176
356;227.371;0.162291
356.4;227.436;0.161418
356.8;227.5;0.161538
357.2;227.565;0.16264
357.6;227.63;0.164722
358;227.697;0.167788
358.4;227.765;0.171851
358.8;227.834;0.176931
359.2;227.906;0.183056
359.6;227.981;0.185632
360;228.055;0.181041
360.4;228.125;0.174547
360.8;228.194;0.169803
361.2;228.261;0.166164
361.6;228.327;0.163585
362;228.392;0.162036
362.4;228.457;0.16149
362.8;228.521;0.161931
363.2;228.586;0.163352
363.6;228.652;0.165752
364;228.719;0.169139
364.4;228.787;0.173527
364.8;228.858;0.17894
365.2;228.931;0.185121
365.6;229.006;0.184911
366;229.078;0.178446
366.4;229.149;0.172948
366.8;229.217;0.168586
367.2;229.283;0.165312
367.6;229.349;0.163086
368;229.414;0.161877
368.4;229.479;0.161665
368.8;229.543;0.162436
369.2;229.608;0.164185
369.6;229.675;0.166913
370;229.742;0.17063
370.4;229.811;0.175354
370.8;229.882;0.181111
371.2;229.956;0.185857
371.6;230.031;0.183407
372;230.103;0.176519
372.4;230.172;0.171427
372.8;230.24;0.167452
373.2;230.306;0.164548
373.6;230.372;0.162679
374;230.436;0.161819
374.4;230.501;0.161947
374.8;230.566;0.163055
375.2;230.631;0.165138
375.6;230.698;0.168202
376;230.766;0.172259
376.4;230.836;0.177329
376.8;230.908;0.183439
377.2;230.983;0.185792
377.6;231.056;0.181062
378;231.127;0.174676
378.4;231.196;0.169993
378.8;231.263;0.166407
379.2;231.329;0.163877
379.6;231.394;0.16237
380;231.459;0.161861
380.4;231.524;0.162336
380.8;231.589;0.163785
381.2;231.655;0.16621
381.6;231.722;0.169616
382;231.791;0.17402
382.4;231.861;0.179444
382.8;231.934;0.185424
383.2;232.01;0.184876
383.6;232.082;0.178328
384;232.152;0.172928
384.4;232.22;0.168653
384.8;232.287;0.165458
385.2;232.353;0.163303
385.6;232.418;0.16216
386;232.483;0.162006
386.4;232.547;0.16283
386.8;232.613;0.164625
387.2;232.679;0.167395
387.6;232.747;0.17115
388;232.816;0.175906
388.4;232.887;0.18169
388.8;232.961;0.185982
389.2;233.036;0.183074
389.6;233.108;0.176257
390;233.177;0.171285
390.4;233.245;0.167417
390.8;233.311;0.164611
391.2;233.377;0.162831
391.6;233.441;0.162051
392;233.506;0.162253
392.4;233.571;0.163427
392.8;233.637;0.16557
393.2;233.704;0.168688
393.6;233.772;0.172793
394;233.842;0.177905
394.4;233.914;0.184052
394.8;233.989;0.185642
395.2;234.063;0.180376
395.6;234.134;0.174306
396;234.202;0.169757
396.4;234.269;0.166292
396.8;234.335;0.163871
397.2;234.4;0.162463
397.6;234.465;0.162044
398;234.53;0.1626
398.4;234.595;0.164122
398.8;234.661;0.166612
399.2;234.729;0.170077
399.6;234.797;0.174532
400;234.868;0.180001
400.4;234.941;0.185579
400.8;235.017;0.184403
401.2;235.089;0.177733
401.6;235.159;0.172488
402;235.227;0.168353
402.4;235.294;0.165283
402.8;235.359;0.163241
403.2;235.424;0.162199
403.6;235.489;0.162136
404;235.554;0.16304
404.4;235.619;0.164907
404.8;235.686;0.16774
405.2;235.754;0.171549
405.6;235.823;0.176352
406;235.895;0.182175
406.4;235.969;0.185808
406.8;236.043;0.182294
407.2;236.115;0.175629
407.6;236.184;0.17081
408;236.251;0.167079
408.4;236.317;0.164394
408.8;236.383;0.162721
409.2;236.448;0.162036
409.6;236.512;0.162322
410;236.577;0.163568
410.4;236.643;0.165773
410.8;236.71;0.168943
411.2;236.778;0.173091
411.6;236.849;0.178237
412;236.921;0.184409
412.4;236.996;0.185164
412.8;237.069;0.179368
413.2;237.14;0.173688
413.6;237.208;0.169279
414;237.275;0.165938
414.4;237.341;0.163626
414.8;237.406;0.162311
415.2;237.471;0.161973
415.6;237.535;0.162597
416;237.601;0.164176
416.4;237.667;0.16671
416.8;237.734;0.170209
417.2;237.803;0.174688
417.6;237.874;0.18017
418;237.947;0.185366
418.4;238.022;0.18371
418.8;238.094;0.17702
419.2;238.164;0.171914
419.6;238.232;0.1679
420;238.298;0.164933
420.4;238.364;0.162979
420.8;238.428;0.16201
421.2;238.493;0.162006
421.6;238.558;0.162956
422;238.624;0.164857
422.4;238.69;0.167712
422.8;238.758;0.17153
423.2;238.827;0.176331
423.6;238.899;0.182139
424;238.973;0.185355
424.4;239.047;0.18153
424.8;239.118;0.17502
425.2;239.187;0.170312
425.6;239.254;0.166674
426;239.32;0.164065
426.4;239.386;0.162454
426.8;239.45;0.161815
427.2;239.515;0.162133
427.6;239.58;0.163398
428;239.646;0.165609
428.4;239.713;0.168772
428.8;239.781;0.1729
429.2;239.851;0.178013
429.6;239.923;0.184138
430;239.998;0.184618
430.4;240.071;0.178711
430.8;240.141;0.17321
431.2;240.209;0.16888
431.6;240.276;0.1656
432;240.342;0.163333
432.4;240.407;0.162049
432.8;240.472;0.161727
433.2;240.536;0.162353
433.6;240.601;0.16392
434;240.667;0.16643
434.4;240.735;0.169891
434.8;240.803;0.174318
435.2;240.874;0.179733
435.6;240.947;0.184872
436;241.022;0.183242
436.4;241.094;0.176632
436.8;241.163;0.171585
437.2;241.231;0.167614
437.6;241.297;0.164675
438;241.363;0.162733
438.4;241.428;0.161762
438.8;241.492;0.161742
439.2;241.557;0.162664
439.6;241.622;0.164522
440;241.689;0.16732
440.4;241.756;0.171069
440.8;241.825;0.175786
441.2;241.897;0.181495
441.6;241.971;0.184884
442;242.045;0.1813
442.4;242.116;0.174821
442.8;242.185;0.170135
443.2;242.252;0.166505
