t,Energy,DissipationProxy,DeltaIntU,HalfDeltaIntPhi,misfit
29.319999999999553,15090.725403619428,-80.9627169319124,588.852360334753,588.8523603334943,1.2587406672537327e-09
29.359999999999552,15089.92307202625,-81.03011536169684,589.8253670547929,589.8253670534577,1.3351382222026587e-09
29.39999999999955,15089.120593520998,-81.09742885866214,590.7985499678762,590.7985499666975,1.178705133497715e-09
29.43999999999955,15088.317967211868,-81.1646514062966,591.7719069935702,591.771906992315,1.255102688446641e-09
29.47999999999955,15087.515192163024,-81.23177713909544,592.7454361619057,592.7454361604687,1.4370016288012266e-09
29.51999999999955,15086.712267397314,-81.2988003578101,593.7191356173134,593.7191356157855,1.5279510989785194e-09
29.559999999999548,15085.909191899776,-81.36571554419169,594.6930036231533,594.693003621629,1.5243131201714277e-09
29.599999999999547,15085.105964621333,-81.43251737520922,595.6670385638245,595.6670385623438,1.4806573744863272e-09
29.639999999999546,15084.302584483716,-81.49920073669604,596.6412389486468,596.6412389473298,1.3169483281672e-09
29.679999999999545,15083.499050381233,-81.56576073639465,597.6156034137712,597.6156034123851,1.3860699255019426e-09
29.719999999999544,15082.695361185986,-81.63219271636825,598.5901307245913,598.5901307231543,1.4370016288012266e-09
29.759999999999543,15081.89151575057,-81.6984922647462,599.5648197777882,599.5648197763039,1.4842953532934189e-09
29.799999999999542,15081.08751291255,-81.76465522678343,600.5396696027674,600.5396696014031,1.3642420526593924e-09
29.83999999999954,15080.283351499933,-81.83067771519663,601.5146793634703,601.5146793618005,1.6698322724550962e-09
29.87999999999954,15079.479030330862,-81.89655611976526,602.4898483575744,602.4898483561665,1.407897798344493e-09
29.91999999999954,15078.67454822158,-81.96228711616921,603.465176019552,603.4651760183515,1.2005330063402653e-09
29.95999999999954,15077.869903988858,-82.0278676740356,604.4406619192341,604.4406619180445,1.1896190699189901e-09
29.999999999999538,15077.06509645289,-82.09329506420221,605.416305761737,605.4163057603073,1.4297256711870432e-09
30.039999999999537,15076.260124442868,-82.15856686515401,606.3921073867386,606.3921073853562,1.382431946694851e-09
30.079999999999536,15075.454986798472,-82.22368096863717,607.3680667687877,607.3680667674598,1.3278622645884752e-09
30.119999999999536,15074.649682375895,-82.28863558443375,608.3441840153355,608.3441840139349,1.4006218407303095e-09
30.159999999999535,15073.84421005056,-82.35342924429497,609.3204593648661,609.3204593632872,1.5788828022778034e-09
30.199999999999534,15073.03856871993,-82.41806080501185,610.2968931854557,610.2968931841424,1.3133103493601084e-09
30.239999999999533,15072.232757307274,-82.48252945064489,611.2734859734737,611.2734859718439,1.6298145055770874e-09
30.279999999999532,15071.426774766713,-82.54683469388219,612.2502383488718,612.250238347362,1.5097612049430609e-09
30.31999999999953,15070.620620083526,-82.61097637654699,613.2271510547544,613.2271510533246,1.4297256711870432e-09
30.35999999999953,15069.814292280933,-82.67495466925561,614.2042249530423,614.2042249515907,1.4515535440295935e-09
30.39999999999953,15069.00779041949,-82.73877007021802,615.1814610209767,615.1814610193069,1.6698322724550962e-09
30.43999999999953,15068.201113602536,-82.8024234032003,616.1588603476375,616.1588603460441,1.5934347175061703e-09
30.479999999999528,15067.394260979336,-82.86591581466016,617.1364241303309,617.1364241288829,1.4479155652225018e-09
30.519999999999527,15066.58723174435,-82.92924877005491,618.1141536704927,618.1141536688956,1.597072696313262e-09
30.559999999999526,15065.780025143697,-82.99242404934404,619.0920503678753,619.0920503662092,1.6661942936480045e-09
30.599999999999525,15064.97264047688,-83.05544374170803,620.0701157174954,620.0701157158874,1.6079866327345371e-09
30.639999999999525,15064.165077096486,-83.1183102394788,621.0483513039617,621.0483513022955,1.6661942936480045e-09
30.679999999999524,15063.357334412754,-83.18102623133073,622.0267587959461,622.0267587943999,1.546140993013978e-09
30.719999999999523,15062.549411894537,-83.24359469473052,623.0053399421595,623.0053399404242,1.735315890982747e-09
30.759999999999522,15061.741309072677,-83.30601888767855,623.9840965639378,623.9840965622934,1.6443664208054543e-09
30.79999999999952,15060.933025537155,-83.36830233976346,624.9630305511091,624.9630305495884,1.520675141364336e-09
30.83999999999952,15060.12456094594,-83.4304488425609,625.9421438559111,625.9421438542777,1.6334524843841791e-09
30.87999999999952,15059.315915017833,-83.49246243939821,626.9214384861152,626.9214384844745,1.6407284419983625e-09
30.91999999999952,15058.507087540222,-83.55434741451703,627.9009164999261,627.9009164983072,1.6189005691558123e-09
30.959999999999518,15057.698078367366,-83.61610828166566,628.8805799990478,628.8805799976763,1.3715180102735758e-09
30.999999999999517,15056.888887420126,-83.67774977214971,629.8604311240088,629.8604311222662,1.7425918485969305e-09
31.039999999999516,15056.079514689052,-83.73927682238246,630.8404720442704,630.8404720427789,1.4915713109076023e-09
31.079999999999515,15055.269960232059,-83.80069456094624,631.8207049564335,631.8207049548218,1.6116246115416288e-09
31.119999999999514,15054.460224176217,-83.86200829524483,632.8011320738588,632.8011320721416,1.7171259969472885e-09
31.159999999999513,15053.65030671797,-83.92322349772063,633.7817556222653,633.78175562061,1.6552803572267294e-09
31.199999999999513,15052.840208123318,-83.98434579173723,634.7625778328656,634.7625778312286,1.6370904631912708e-09
31.23999999999951,15052.02992872439,-84.04538093711791,635.7436009358316,635.7436009341473,1.684384187683463e-09
31.27999999999951,15051.219468923498,-84.10633481540049,636.7248271535427,636.7248271518511,1.6916601452976465e-09
31.31999999999951,15050.408829189015,-84.16721341484379,637.7062586942411,637.7062586926513,1.5897967386990786e-09
31.35999999999951,15049.598010055388,-84.2280228152188,638.6878977464694,638.6878977448796,1.5897967386990786e-09
31.39999999999951,15048.787012123745,-84.2887691724351,639.6697464715253,639.6697464699355,1.5897967386990786e-09
31.439999999999507,15047.975836058278,-84.34945870303127,640.6518069987505,640.6518069968988,1.8517312128096819e-09
31.479999999999507,15047.164482586577,-84.41009766857447,641.6340814172836,641.6340814155992,1.684384187683463e-09
31.519999999999506,15046.352952497016,-84.47069236000696,642.6165717727526,642.6165717711046,1.648004399612546e-09
31.559999999999505,15045.541246638737,-84.53124908198342,643.5992800596287,643.5992800580134,1.6152625903487206e-09
31.599999999999504,15044.72936591715,-84.59177413722824,644.5822082165105,644.5822082144514,2.0590960048139095e-09
31.639999999999503,15043.917311295389,-84.65227381097127,645.5653581186416,645.5653581168917,1.749867806211114e-09
31.679999999999502,15043.105083790388,-84.71275435547336,646.548731575931,646.548731574283,1.648004399612546e-09
31.7199999999995,15042.29268446822,-84.77322197470683,647.5323303252335,647.532330323269,1.964508555829525e-09
31.7599999999995,15041.480114447397,-84.83368280921343,648.5161560258493,648.5161560239358,1.913576852530241e-09
31.7999999999995,15040.667374892097,-84.89414292117773,649.5002102547951,649.5002102529761,1.8189894035458565e-09
31.8399999999995,15039.854467011213,-84.95460827976035,650.4844945034711,650.4844945015902,1.8808350432664156e-09
31.879999999999498,15039.041392055085,-85.01508474671473,651.4690101715205,651.4690101695669,1.95359461940825e-09
31.919999999999497,15038.228151313298,-85.07557806233433,652.4537585638682,652.4537585617763,2.091837814077735e-09
31.959999999999496,15037.414746111403,-85.1360938317503,653.4387408865332,653.4387408846014,1.9317667465656996e-09
31.999999999999496,15036.601177808758,-85.19663751163147,654.4239582435257,654.423958241634,1.8917489796876907e-09
32.039999999999495,15035.787447794615,-85.25721439729111,655.4094116333217,655.40941163139,1.9317667465656996e-09
32.079999999999494,15034.973557485688,-85.31782961025772,656.395101945167,656.3951019432752,1.8917489796876907e-09
32.11999999999949,15034.159508322864,-85.37848808632074,657.3810299573306,657.3810299553588,1.9717845134437084e-09
32.15999999999949,15033.34530176869,-85.43919456407976,658.3671963342495,658.3671963323432,1.9063008949160576e-09
32.19999999999949,15032.530939302245,-85.49995357403989,659.3536016242724,659.3536016224534,1.8189894035458565e-09
32.23999999999949,15031.716422418565,-85.56076942824815,660.3402462578379,660.3402462561644,1.673470251262188e-09
32.27999999999949,15030.901752623486,-85.62164621052874,661.3271305462367,661.3271305445996,1.6370904631912708e-09
32.31999999999949,15030.086931431642,-85.68258776730447,662.3142546799245,662.3142546777963,2.128217602148652e-09
32.35999999999949,15029.271960362466,-85.74359769904954,663.301618726473,663.3016187244575,2.015440259128809e-09
32.39999999999949,15028.456840936567,-85.80467935238256,664.2892226323856,664.2892226304721,1.913576852530241e-09
